查询条件,广告主PIN: 化州橘红产业带; 数据口径: 15天/含赠品/成交订单（含预售仅下单）; 产品线: 全站营销; 时间: 2025-04-18至2025-04-18; 品牌: 全部品牌; 类目: 全部类目
日期,'当前时间',花费,全站投产比,全站交易额,全站订单行,全站订单成本,核心位置展现量,核心位置点击量
20250418,当前时间,0.00,0.00,0.00,0,0.00,0,0
汇总
0,当前时间,0.00,0.00,0.00,0,0.00,0,0

日期,'对比时间',花费,全站投产比,全站交易额,全站订单行,全站订单成本,核心位置展现量,核心位置点击量
20250417,对比时间,0.00,0.00,0.00,0,0.00,0,0
汇总
0,对比时间,0.00,0.00,0.00,0,0.00,0,0

